Implementation,Function,Mean Time (seconds),Std Dev
Rust,arithmetic_operations,0.42035034735054067,0.001891103782922697
Rust,string_processing,4.532509972499975,0.048750940320471836
Rust,list_manipulation,0.06749918864952634,0.0037947852092536784
Rust,file_io,2.326563683299537,0.0361195315809426
Rust,number_to_name,6.438903213350568,0.07820252509414673
