Function,Python,Rust,Speedup (Python ÷ Rust),Rust StdDev,Python StdDev
arithmetic_operations,0.9220745025499127,0.4203503473505406,2.193585680044584,,
file_io,0.6441275777498958,2.326563683299537,0.27685791812773114,,
list_manipulation,0.0446678538004562,0.0674991886495263,0.6617539365159417,,
number_to_name,3.141479531949881,6.438903213350568,0.48789047262525487,,
string_processing,0.5851714403503138,4.532509972499975,0.12910538397062887,,
