Implementation,Function,Mean Time (seconds),Std Dev
Rust,arithmetic_operations,0.576650416999928,0.027147574098615707
Rust,string_processing,5.832071764200009,0.12117007077122606
Rust,list_manipulation,0.08038690819985277,0.004944675665945102
Rust,file_io,2.9661419084000045,0.0463655001630967
Rust,number_to_name,8.932554587399954,0.6325842179367507
